color,created_at,id,name,total_availlble,total_clicks,total_purchased,unit_price
#1ca875,"Sun, 27 Sep 1987 23:22:19 GMT",62886bd0-ef21-404a-bbf2-cfc000bf9a5d,Chair,5291,5148,8059,310.91
#90f9c8,"Tue, 13 Mar 1990 01:29:51 GMT",fd17d1f8-aeb8-4951-8077-68738cef0b58,Chair,9154,6402,7057,844.7
#a5f7bc,"Mon, 03 May 1999 12:23:47 GMT",69cea6a2-2077-48ef-82ae-ab0b13edf148,Shirt,5420,9105,1854,834.78
#69eabf,"Sat, 31 Oct 2009 23:23:52 GMT",8b315405-d780-4a33-83ac-07959881d1aa,Chair,9321,327,1761,568.34
#9e290f,"Mon, 27 Feb 1989 00:45:29 GMT",d5611e0d-51be-40c7-a242-bec48a77d86b,Chair,3169,954,1276,655.97
#ed6afc,"Thu, 15 Feb 1979 03:26:25 GMT",479679de-10e1-4a02-b373-c382faf90a6a,Shirt,9246,9813,2254,393.9
#f0bdf9,"Thu, 14 Feb 2019 04:35:51 GMT",179b8f9b-3a63-4316-9159-2a860fcff474,keyboard,2464,9281,8456,59.0
#144dd1,"Mon, 24 Feb 1997 07:21:54 GMT",a2215da3-012d-462a-b2a7-582e965b0746,Shirt,5834,3260,3348,689.15
#88cc35,"Thu, 22 Jun 1989 02:34:46 GMT",0db6fab0-44fb-4b6e-9a81-26a390524c64,Hat,4798,9439,3226,392.44
#ed2f42,"Tue, 18 Oct 1977 01:30:43 GMT",feeed109-9bf8-444e-b950-00f2cf6fac5d,keyboard,4427,4890,7524,274.5
#0b0791,"Sun, 10 Dec 1978 00:47:19 GMT",18cf2c4b-6b21-4da6-889f-cfb0330099a1,Shirt,6864,2776,4142,216.27
#708aef,"Thu, 20 Nov 2003 21:08:40 GMT",752a2a06-f09a-42ab-9bfc-640796b0ca1a,Shoes,4482,5321,9658,197.4
#76e8d8,"Tue, 04 Apr 2006 08:26:24 GMT",fdeceed2-fd4b-43c1-9bb3-e814223169e6,Hat,4010,1544,7458,561.72
#01c605,"Thu, 01 Oct 2009 15:24:07 GMT",9bb21957-dd55-43b4-a482-23628ea2e95b,keyboard,7270,4175,2905,336.93
#655fbf,"Wed, 17 Jun 1998 05:32:11 GMT",6bb0a8ca-8b9d-4e50-acb4-0de81ceca6ba,Soap,9490,8446,7553,275.32
#6fdb9a,"Wed, 02 May 1979 18:07:03 GMT",ad0ef0d6-ac89-42e5-89e0-4cd7425b3f42,Shirt,6782,3095,4185,535.94
#ef4fc7,"Mon, 30 Sep 2002 07:21:00 GMT",087dac95-cfa0-45f7-971f-ef4e75048c14,Shirt,8330,1365,9436,337.7
#e57c40,"Tue, 26 Feb 2013 16:34:05 GMT",46937cfb-bf0d-4592-8abf-ac74e2ab1a73,Hat,1402,4140,7668,507.19
#492627,"Mon, 27 Feb 2023 13:51:09 GMT",eb7ca83a-5120-4cd0-9bda-ec08df7cd759,Shirt,2467,383,5506,909.0
#bf8d1a,"Mon, 09 Dec 1996 05:54:07 GMT",ab14cd18-f2d5-424b-a1ed-25b8c20b58e5,Soap,741,4261,9370,407.61
#006d28,"Fri, 14 Jul 1972 09:23:15 GMT",e8cadda3-26e8-4df1-8592-330e905db2e5,Hat,1175,4252,5632,806.21
#8df484,"Sat, 11 Aug 2018 16:57:31 GMT",7661e94a-d533-4e56-9599-af445585aa83,Hat,2889,8460,5615,737.4
#99ceef,"Sun, 29 Jan 2017 02:48:19 GMT",94a29e44-237a-4c04-a520-69561f455593,keyboard,9649,7387,9999,631.54
#f9cca2,"Tue, 21 Oct 2008 13:30:55 GMT",d04cabab-e690-4f91-8eeb-0803da20c449,Hat,9378,5692,3184,373.46
#535de8,"Fri, 04 Mar 2011 00:02:10 GMT",65ba65c4-b614-443d-9521-4be114d01b7d,Shirt,906,852,3438,659.48
#e276c9,"Mon, 10 Sep 1979 00:47:10 GMT",779071cf-35b0-48e0-b229-4164734501d8,Shirt,5042,8881,6737,946.36
#cea1ea,"Mon, 09 Nov 1981 05:00:17 GMT",7af8fc51-4417-4592-b1d1-cf3debaf0057,Soap,4194,8200,3230,586.9
#c74ee5,"Tue, 04 Jan 2022 18:49:57 GMT",959c41c6-7b8d-4c38-8836-76d749553a62,Chair,4827,5424,154,669.88
#e2aaf7,"Sat, 02 Nov 1985 19:13:51 GMT",cd02d28c-abcc-49db-b770-be584a97c913,keyboard,3750,8272,8574,506.23
#a7f90e,"Sat, 17 Aug 1985 17:53:24 GMT",4fd20261-ac57-417d-87d9-c7ec323fbe86,Shirt,8464,8825,7859,793.72
#cc3f43,"Sun, 27 Feb 1977 01:31:13 GMT",9ce5142d-8c17-4179-8714-71224b65e673,keyboard,1702,991,5475,771.84
#ef5f7f,"Sat, 26 Dec 1987 17:06:12 GMT",7fe22718-bfac-4f68-a73b-57742a3a479d,Chair,9888,6071,7469,138.43
#3394a5,"Thu, 10 Feb 2000 01:45:59 GMT",28ccde3d-fd4e-46af-8545-f5be74cdf443,Soap,3112,9903,2985,63.6
#5559d1,"Thu, 19 May 1977 09:58:17 GMT",fdf85c7e-e4d6-4fee-acf7-b63d76369250,Chair,4805,9608,6183,349.74
#5176c1,"Thu, 28 Sep 1972 02:06:46 GMT",de10925c-f81f-4c22-8379-15aeb7d40c38,Chair,6526,818,8100,269.22
#d176e8,"Thu, 06 Jan 2011 10:22:01 GMT",3c9bb0de-dbe7-4516-b27e-aa1c1aca4e08,Shirt,3815,2851,3112,827.4
#fcc4ca,"Wed, 29 Apr 1981 12:38:44 GMT",34e66547-77b5-40a5-b00d-9d4b697819b9,Shirt,5671,285,1448,937.7
#b6a9e8,"Wed, 19 Aug 1987 11:17:06 GMT",9552aaf7-e2f8-4251-8a85-3c17d8367ba4,Soap,3258,1065,5522,461.37
#bcf29b,"Sat, 27 Feb 1993 07:54:57 GMT",493739f9-96a5-4531-bd1a-10eea1edae88,keyboard,9528,6972,7410,962.63
#f9b3ea,"Thu, 29 Apr 1971 16:21:33 GMT",05cff33d-1758-4984-8741-472ba60d54e8,Hat,2966,4661,9141,583.14
#1a14bc,"Sun, 01 Nov 2015 16:43:05 GMT",64d1f444-0102-4c40-bba3-8946062027c2,keyboard,6563,1992,6657,506.87
#f9c0ae,"Sat, 19 Mar 2016 03:15:52 GMT",8250044b-2050-4256-b704-614abea97fed,Shoes,1607,6751,8767,566.76
#ed6a91,"Fri, 11 Aug 2017 01:30:39 GMT",814dee74-9fe0-4bbb-b890-e4a8e423146b,Shirt,6587,7438,782,319.27
#7ceab8,"Thu, 11 Aug 2016 10:33:11 GMT",e8d5074b-47ff-4619-a073-73d3a77471ec,Hat,6891,540,606,369.63
#9af97c,"Fri, 17 Dec 1999 13:13:09 GMT",cba59914-1319-4ce8-970e-d6aea5e60be9,Shoes,6027,2433,621,489.36
#7085f9,"Sat, 21 Dec 2002 15:58:10 GMT",f91dd6aa-cd49-4dc0-bb24-f6c84e87f52c,keyboard,1462,7019,7678,369.6
#77eab3,"Sun, 22 Nov 1992 21:44:04 GMT",cfbfdca3-e01f-49f9-a95f-6d4de9a6343b,Soap,9895,7312,5699,602.86
#eaa364,"Sat, 20 Nov 1982 18:46:58 GMT",de194a9a-e7f9-4988-98ce-40fafb80da9b,Shirt,2878,5120,6821,380.32
#f7f299,"Thu, 10 Dec 1987 21:51:29 GMT",85e5bf8d-3cbd-4db1-b27f-b64f147a171a,Soap,1212,4421,6529,23.28
#e2c988,"Tue, 28 May 1996 20:41:55 GMT",9121a6b5-e8a3-4e8c-ad57-2fb5aedce68d,Chair,1000,2935,5957,60.89
#0f912e,"Thu, 28 Feb 1985 11:51:04 GMT",fef188b9-05c6-4097-8678-1fa32a7d9d91,Shirt,6699,8550,3027,222.85
#ed2fc4,"Fri, 25 Aug 1995 00:08:14 GMT",340dcffd-276c-44b3-8a30-af904c8d7997,Hat,3263,9412,7295,18.0
#a289e5,"Mon, 14 Apr 2008 18:03:49 GMT",924e1eaf-53ee-424d-8a9b-e32987b47a4e,Chair,749,6346,9111,251.4
#9abf20,"Mon, 03 Sep 2007 03:41:13 GMT",b0c333c1-a626-4a83-b1f6-9583cee2f5ad,Chair,7639,2822,4875,708.02
#dc15f2,"Sun, 13 May 1990 23:53:19 GMT",4f5aa0c1-bfd6-468f-99ee-4442a3349ba5,Shirt,5807,4013,6026,806.97
#adfff5,"Sat, 05 Jan 1991 14:36:08 GMT",f92c9fcc-e290-41b8-9324-cb0e9a74bf11,Hat,1762,7932,9615,812.66
#f7a45b,"Wed, 16 Feb 2005 18:34:33 GMT",24e3371f-ef14-4302-9443-bef355914caf,keyboard,3232,7356,3863,904.43
#40d6bf,"Wed, 29 Jun 1994 00:36:05 GMT",8973c200-cede-4b4c-92b8-5015f11f537f,Chair,8599,1223,4344,276.68
#279ed1,"Fri, 24 Jun 2005 19:32:51 GMT",d22e1853-51ab-4682-94b7-23909073d639,Shirt,9707,8983,5114,881.21
#2fbf5f,"Wed, 05 Feb 2020 09:28:20 GMT",c4e013e8-254e-4569-a8d4-096fba6a7513,keyboard,8490,3386,8199,526.8
#047573,"Mon, 04 Jan 1982 21:05:31 GMT",4f4fbb0b-d79e-4bee-b134-caff0a90d4bd,keyboard,5364,2488,4320,904.27
#f2e574,"Tue, 21 Feb 1978 15:49:51 GMT",d98fce61-e7ca-414b-ac13-098bf7154a81,Soap,8722,3421,6520,824.54
#024970,"Thu, 22 Aug 1996 11:52:31 GMT",eff5d2f5-984a-467e-8716-ab2134499ff0,keyboard,9269,6731,9304,606.87
#ddc64f,"Wed, 15 Nov 1989 00:59:37 GMT",da4e1394-cc04-44aa-9c9b-459b46d0fbee,Hat,7626,1496,6147,864.99
#57d644,"Wed, 25 Jun 1975 16:10:12 GMT",710d5b1c-3a72-446b-958a-3f2061874ea7,Shoes,9815,8133,8897,828.03
#7884cc,"Fri, 20 Jun 2014 10:03:23 GMT",6b703328-c733-4b0e-b76f-763fb8ff6c22,Shoes,3341,5759,5806,186.82
#21db04,"Sat, 21 Apr 1973 16:16:18 GMT",87378a6a-b25a-4480-854f-f17aca8beff5,Shoes,649,6738,1865,413.24
#27c3db,"Tue, 30 Sep 1986 10:40:56 GMT",cd449dfd-e415-4c4e-88f1-bbda671cb9b5,keyboard,6724,4258,424,124.37
#32bf2d,"Fri, 21 Oct 2011 12:22:51 GMT",b2605dfb-f6fb-4abd-8589-96c8b0a20367,keyboard,8114,8023,861,731.46
#fcf06f,"Thu, 18 May 2017 01:30:55 GMT",6851f0d7-86fa-4bc2-8131-afe573e90d99,Chair,5016,9790,8334,871.99
#149e36,"Sat, 14 Aug 1971 01:56:05 GMT",3603819d-bb0e-4d26-8ee9-b24c29cec6dc,Soap,5224,7472,5843,685.11
#62db90,"Sat, 22 Apr 2000 16:12:09 GMT",f20386b1-8f78-46d5-a9a3-a6a78ecbb495,Chair,4060,7656,8638,828.27
#76e8a7,"Thu, 31 Jul 1980 21:05:03 GMT",f4c68745-470c-4083-bd90-d97a70be4f65,keyboard,8127,4966,4367,754.39
#f4a395,"Mon, 28 Mar 1977 01:07:57 GMT",cdbe8b1e-80c3-48e4-a626-43301eb9d0aa,Chair,258,5761,6762,362.03
#e8473c,"Thu, 08 Apr 1993 04:14:34 GMT",a3d4e824-a135-49c0-b648-f31d83a29a83,Soap,1038,5121,1321,532.45
#7f2fb5,"Sat, 29 Jun 2002 09:57:04 GMT",76a6f156-137c-4039-9490-0fe10d5dfb47,Soap,3666,4128,5373,652.68
#55f462,"Fri, 03 Nov 2006 07:56:15 GMT",c69e7c46-0910-4dfb-afa0-1f0aaa0c0f20,Shirt,3959,7037,7954,620.49
#310bba,"Fri, 01 Jul 1977 02:02:37 GMT",8ed6a3bf-ff62-434b-87f8-27a3c6ba29de,Shirt,2154,1917,5361,13.25
#fac4fc,"Fri, 28 Apr 1995 23:41:26 GMT",ae03ef1e-8935-4233-8af2-cb09af5ecebe,Chair,8228,624,4161,480.25
#c869f4,"Mon, 15 Sep 2008 02:36:19 GMT",89686635-b884-4035-ade0-02c2c9ae2c03,Soap,993,3357,8758,726.06
#4970cc,"Sun, 29 Jun 1980 05:57:23 GMT",4ac5f0da-1d38-426c-9b58-4fbd9405b534,Shirt,78,8430,8190,776.59
#0cad64,"Sat, 28 Jul 1990 00:26:09 GMT",074147d8-07a0-4e98-a38c-3fe1002d28c5,Shirt,8715,2385,8455,727.5
#e27193,"Tue, 07 Jul 1970 14:50:25 GMT",e48196e7-3be7-4ce5-8d97-738ab0b28aab,Hat,6560,2583,4062,578.56
#5fcc20,"Sun, 02 Jan 2011 06:50:25 GMT",0884a3ce-e4cb-4904-8c2d-43baa0195a10,Soap,4703,160,9575,138.52
#dd0fbb,"Tue, 27 Dec 2005 15:50:17 GMT",96d075b9-528a-4212-8823-72289f116f72,keyboard,7929,4613,875,825.88
#e87620,"Mon, 14 Oct 2019 10:08:36 GMT",3c4c2939-7f50-4fc4-93d7-bf29c08470da,Shirt,4299,886,2390,293.16
#dd8c5d,"Wed, 03 May 2023 08:57:44 GMT",6c90fad9-83f9-4597-a1c3-1b62a4e5d69a,Hat,7507,3134,6128,461.23
#e59387,"Tue, 18 Jul 1972 09:50:02 GMT",05dad451-0587-40a2-8d77-2400b0d44274,keyboard,8710,9848,5127,891.8
#fff9ba,"Thu, 02 Dec 1999 04:09:02 GMT",3f86b74c-f602-431d-aefe-0d4b4c6e44de,Hat,7706,1661,2788,117.05
#85d317,"Tue, 06 Jul 1971 21:32:56 GMT",39f83274-7587-4851-9830-1e468fe59a21,Soap,8296,8881,6179,576.98
#f47fe3,"Fri, 28 Apr 2000 19:40:26 GMT",fb27cd05-3759-40c1-85cd-9350c0e8ae1c,Shoes,2841,1888,4846,413.33
#f77ee3,"Wed, 07 Jul 1999 03:28:19 GMT",8d8d5eb9-983b-4267-b15a-869cd75d1a23,keyboard,8953,3330,8274,648.78
#36f9c5,"Thu, 26 Sep 2013 14:01:33 GMT",876581a7-e7dc-4daf-a678-6a0c87eaf710,Shoes,5888,4125,9211,70.8
#8ff7b0,"Fri, 27 Jun 1997 02:24:21 GMT",698167ff-7d78-48a8-ad83-a58069f4e17e,Hat,302,1650,1721,432.82
#d37f02,"Mon, 07 Jun 1982 23:34:50 GMT",c5a9c84b-a1e2-466c-93af-ecf57cd533a5,Hat,4160,9874,8618,237.45
#8bed8b,"Tue, 30 Oct 2018 22:39:31 GMT",eddb5ef1-a5c3-456a-b9fc-5e21380c7473,Shirt,903,5703,7157,832.47
#fc1418,"Sun, 13 Mar 1988 16:17:11 GMT",4629cbab-a626-4a09-94b9-4d7457b58014,Shoes,5865,7280,6591,405.88
#3048cc,"Fri, 14 Oct 2011 06:50:18 GMT",94166699-180f-487a-9083-75c060c2af69,keyboard,88,3526,9228,470.92
#e094cd,"Wed, 08 Jul 2009 20:20:48 GMT",f7350dcc-f6e2-4b12-82aa-161eecea2f1f,Chair,6033,1048,6447,421.25
#efa2b8,"Tue, 26 Jun 2001 16:31:41 GMT",60f8607a-efba-46b6-a8c8-b3bd4777f43e,Hat,6480,2882,6984,596.82
#8a77d8,"Sun, 08 May 1988 00:56:07 GMT",d716486a-719c-4da3-ae96-add0f6cf9cca,Hat,8654,6316,2576,613.1
#f941fc,"Tue, 12 Jul 1994 22:17:41 GMT",f39daafc-881e-4c31-be15-e97f93e691b8,Soap,3265,3019,3933,751.27
#165c96,"Sun, 18 Sep 2016 19:47:12 GMT",5613a55c-d419-418c-8785-11bfe810b831,Hat,5322,13,2418,419.42
#1dc696,"Thu, 23 Nov 2006 22:43:34 GMT",efa70afa-c4d5-4a9d-bc50-a6c2cd99e065,Hat,518,6990,9685,729.43
#bc5a03,"Fri, 18 Feb 2022 21:38:22 GMT",242f9911-0af7-4284-a7fe-6a8eb3421ddf,Soap,5597,3338,2776,266.43
#6c33d6,"Tue, 02 Nov 1971 03:02:27 GMT",99cfd62b-4d90-4979-8226-3a8c683d4ea0,Soap,6521,8245,6246,744.26
#98cdea,"Sat, 14 Feb 1987 04:27:54 GMT",617162bf-798c-416e-aaa3-29a6bd38e892,Soap,3787,9450,6965,980.67
#eded42,"Tue, 20 Oct 1992 09:36:10 GMT",a81baa37-da9e-4856-af1b-e5c8aad448b9,Chair,6190,36,2138,242.12
#7231c6,"Wed, 08 Jan 2014 20:10:18 GMT",bddf97be-236c-4ba8-a6c7-a855121ebae9,Shirt,9655,7210,3679,305.73
#d87249,"Mon, 25 Feb 2008 22:59:29 GMT",3828ec5b-7290-4db6-9031-8f22123574ef,Chair,9207,5997,1777,317.1
#efee8f,"Sun, 31 Jan 1982 19:22:21 GMT",aab61130-c1fc-40a2-b973-a6aedf1a1918,Shirt,4839,3329,8481,989.16
#681193,"Thu, 27 Sep 2001 18:15:17 GMT",e54df442-f647-44b7-a59f-5062483e2126,keyboard,5746,5027,1277,225.08
#21f2e4,"Sat, 11 Apr 2020 15:27:18 GMT",0e6992e7-9c14-4224-bcf3-f59bd8293946,Shirt,3447,6574,3602,160.51
#c9af06,"Thu, 13 Sep 2018 03:32:29 GMT",65d3fbc1-4387-4a6d-95c6-4f5237ff0554,Chair,5597,598,3479,496.52
#7fccef,"Mon, 13 Jan 2020 10:47:16 GMT",62c9d343-5fe3-4619-80b8-24eef9cb3c7a,Hat,8672,7796,1875,586.56
#68d6aa,"Mon, 16 Jun 1975 03:52:30 GMT",633b374d-18f0-452d-af81-4c4309a68f76,Shirt,2891,1310,9602,869.33
#2cb740,"Wed, 21 Feb 1990 06:43:11 GMT",bdd397a7-fc5a-4092-95e0-f86efc98f1cc,Chair,4838,1677,3093,924.34
#afa4e8,"Tue, 21 May 1985 06:36:00 GMT",2c30023b-27df-420f-8867-93ac27c9b93a,Soap,5324,8735,5165,900.33
#e0906d,"Mon, 16 Mar 2015 08:42:40 GMT",c047f715-586f-49b7-b681-c787692ac9d2,Shoes,3590,2085,6433,568.11
#f2a2e4,"Sun, 24 May 1981 16:06:33 GMT",02156614-4b89-424e-a3a5-8093562ac821,Shoes,198,8467,9040,757.27
#0127af,"Fri, 30 Oct 2020 06:57:34 GMT",d7b46500-1925-4c0b-9444-a1d92d309b92,keyboard,8012,7958,6164,355.5
#f4d0ab,"Fri, 19 Jan 1979 02:12:47 GMT",95e1a10c-220f-4d06-b307-510076dcb13b,Shirt,8851,1139,2236,295.41
#dd7188,"Fri, 31 Mar 2023 05:25:02 GMT",0eec431e-062a-40d8-be19-13b935b4fa60,Chair,5922,3973,2496,278.86
#c007ea,"Tue, 01 Aug 2017 19:50:02 GMT",75e0e445-440b-4a4d-a795-d173d4de5b5a,keyboard,3352,4525,1654,914.69
#38619e,"Sun, 05 Nov 2006 09:48:48 GMT",6d56c534-9f55-48aa-a92f-86892428b6e4,keyboard,8479,1469,3652,745.4
#4545a8,"Thu, 13 Sep 1990 04:46:30 GMT",650afaa4-58a2-4d8c-a99c-665868eccc9b,Shirt,6237,9285,9667,901.36
#f4b5cb,"Fri, 23 Jul 1993 12:54:55 GMT",12c4a097-43c2-47a7-95f5-8309597d66b3,Shirt,9145,2866,1466,293.99
#b2aded,"Sun, 08 Apr 1979 00:37:17 GMT",7cadcc1a-8c39-44b8-b571-a5988700b547,Shirt,7597,8630,665,874.36
#e55e6b,"Sun, 30 Apr 2000 10:44:13 GMT",c62ee5e9-7e07-4a63-9da0-4b3c929ec2e5,Soap,6739,8400,4654,325.42
#064599,"Wed, 24 Dec 2003 22:19:13 GMT",3958c257-50d6-4b18-a41d-d99806dda60d,Shirt,7045,3447,65,175.56
#9363c6,"Thu, 22 Oct 1998 05:20:44 GMT",d2728480-e052-498e-8408-ce745d9fcb7f,Soap,4325,2440,3144,175.32
#c1091c,"Sat, 06 Feb 1999 21:33:18 GMT",fae00636-2047-48dd-8252-ebd34d499f0d,Shirt,5495,5251,4274,425.3
#c028e2,"Tue, 04 Dec 1984 04:34:22 GMT",25deacca-213b-44f0-955f-1ada58711833,Shirt,8620,5564,5553,59.25
#7698e0,"Thu, 12 May 1988 23:26:58 GMT",2089e380-3c03-40d6-b6c6-a0a5c35d55d9,Soap,1598,3643,7382,228.44
#523dcc,"Tue, 18 Feb 2014 15:37:13 GMT",4d12b75a-2b02-4bfa-82c8-8779e7933709,Hat,9992,1239,6918,234.92
#6fe2a5,"Fri, 06 Jun 2014 00:15:43 GMT",f0ddd200-8c31-4524-ae52-72d98e1f25c0,Chair,6324,6578,7055,679.98
#f7ed99,"Tue, 04 Dec 2007 01:39:21 GMT",c115af77-7b98-401d-83b6-5617d8a1bd9a,Shoes,9484,2003,1518,850.21
#b3cbfc,"Wed, 14 Jun 1989 14:47:16 GMT",673dac08-f277-4a28-b75c-90af31146c5a,Soap,1508,4733,3516,521.76
#ed9d42,"Fri, 05 Jul 1985 03:29:43 GMT",a5599b58-ed94-48bc-9610-dae5038d2932,Shoes,1584,5492,2298,370.59
#75d151,"Tue, 22 May 2001 17:04:46 GMT",3651262b-f263-47ce-a597-da95bbfe6bc2,Shoes,4945,3796,5143,106.28
#ddb800,"Fri, 27 Jul 1973 08:15:06 GMT",ac5e34ab-9bde-451d-a70a-e4fe6170f59c,Hat,5720,6035,5139,305.34
#20bf8a,"Mon, 10 Aug 1987 17:54:15 GMT",673a28cf-2691-49af-83c5-c5361083cdc3,Chair,7610,5380,1423,811.87
#ffccc6,"Mon, 02 Dec 2002 09:30:00 GMT",ebc03ef6-99d8-4afc-b752-efc4f0608a7d,Shirt,8445,4026,1365,796.0
#ff3ab0,"Thu, 23 Jan 1975 19:09:58 GMT",43b66438-c679-4431-98de-5c5aa5a28ecd,Shirt,2148,7598,3460,757.93
#c1deff,"Sat, 27 Jun 2015 07:05:45 GMT",36a60c30-617a-4461-9000-1094f0a4aedc,Shoes,3539,4288,7014,566.44
#94b0dd,"Wed, 14 Oct 2020 03:54:04 GMT",97b1499c-d905-493f-a80c-b1a3b0288178,Shirt,8934,9968,5839,857.78
#19d16b,"Thu, 26 Feb 2004 20:51:43 GMT",b39bf852-7737-4289-8903-45402227eb4b,Soap,6301,932,2315,781.3
#c950f4,"Wed, 30 Sep 1998 16:09:21 GMT",f13d4f02-d4f1-4051-b41c-f9315a440350,Shoes,3852,6611,3686,997.34
#9697f2,"Sat, 02 Sep 1995 05:00:55 GMT",6fa52060-6bc7-4b27-b43e-e916d6ea74b7,Shoes,7288,2940,6951,544.62
#edbafc,"Mon, 25 May 2015 07:06:26 GMT",a322f22f-fca6-4547-8ed4-687ccda472d8,Chair,285,570,3217,18.22
#aa3112,"Thu, 05 Aug 1993 19:27:27 GMT",ab7b2d76-2dd6-41c9-8417-7a2f78d45e8e,Chair,5621,6106,3917,360.44
#7738c9,"Thu, 05 Jun 2008 22:14:03 GMT",9d7ae9b4-c7e1-4ce8-b43a-0300fc6057a1,keyboard,6694,4872,3094,640.25
#58d33d,"Sun, 27 Jun 1976 22:49:42 GMT",1a2c1735-78fb-4f9e-b089-5a97f0529cce,Hat,464,793,7878,441.45
#61bc36,"Thu, 02 Mar 2000 13:15:42 GMT",ba5ab641-83bb-4c0f-b6df-60fc2d4660c5,Shirt,9600,3771,2843,365.2
#73c643,"Mon, 06 Nov 1995 02:12:31 GMT",85816edb-a557-4a68-94ed-0b08f85c1515,Shoes,8965,7797,7344,339.9
#99e0e8,"Thu, 04 Mar 1976 01:36:57 GMT",5c3751c7-19aa-4dfe-83e6-19ed7d0d0e25,keyboard,6507,1914,7524,936.41
#ccdcff,"Thu, 17 May 1973 13:18:36 GMT",edb99d57-fe5e-4efa-8e48-8baa25db1bdd,Shirt,4310,2215,3895,889.55
#0200b2,"Sat, 27 Aug 1977 17:45:02 GMT",d4f83a3d-dac8-4ef8-a503-4bf409e0a833,Soap,7225,3966,4032,574.59
#f5ffa0,"Sat, 14 Oct 2000 07:56:37 GMT",4468d04a-b426-48fb-b37b-774845b42308,Hat,109,9817,6474,984.87
#a99df9,"Mon, 05 Oct 1987 12:29:09 GMT",2c8fc6a1-08d7-4c82-a791-26bc49fbdcb3,Hat,7441,9149,6489,330.72
#82ede2,"Wed, 17 Feb 1993 05:05:46 GMT",d9294d9d-9ca6-49a7-9db4-a57e6c87ff86,Shoes,6921,6858,3157,48.17
#5d74bf,"Sun, 06 Nov 2005 15:47:20 GMT",4ae47a1d-90d4-4735-8c0f-b6eae18bea88,Hat,5695,3661,3801,368.73
#4fffff,"Tue, 17 Apr 2001 12:57:13 GMT",3a8b2a4b-dd36-4267-babf-48d85274d7a9,keyboard,692,6273,1523,799.9
#e5bc89,"Sat, 16 Aug 2014 01:00:03 GMT",9246f7d3-b8db-4a46-aa06-50c6f199c9c0,Chair,980,181,9132,560.07
#5269c4,"Sat, 02 Aug 2014 12:11:31 GMT",d2f0548a-2efa-4459-bd16-75d08e3127cb,Chair,8393,7752,7995,989.4
#80e5be,"Thu, 25 Jun 1987 05:06:42 GMT",9246f771-fae9-4336-b986-2cb39df61892,Hat,4395,1228,441,733.38
#9ae532,"Sun, 29 Jul 1979 22:50:01 GMT",7ad27587-3f87-446a-b6ce-174fb9ad6e1f,Soap,3074,6007,2986,267.14
#ce08aa,"Tue, 17 Jul 2007 03:11:54 GMT",0584821b-a8de-4cc7-85d0-f14c0d7b19ac,keyboard,3619,2979,1778,452.62
#ce56dd,"Tue, 31 Jan 1989 04:21:28 GMT",7096c05d-338d-49af-8fd5-cfd715989a46,Shirt,5961,618,5598,89.53
#a4fcc0,"Fri, 09 Jul 1999 17:05:22 GMT",11aeff88-d998-440c-8abb-f58fa1767b62,Shoes,9292,91,8830,618.53
#2ee3f7,"Wed, 02 Nov 2022 13:15:54 GMT",b7dbf112-cbfd-451b-aa9d-1ecfaadbf8a7,Shirt,3376,3182,890,907.09
#60ea5b,"Sun, 10 Dec 2017 04:58:24 GMT",3c7d50ca-4f2a-440a-8e6f-a2824b291c58,Soap,659,5365,5393,56.05
#4f2ad3,"Fri, 04 Aug 1978 17:14:37 GMT",90002590-ed70-4d62-aa92-ab138be73209,keyboard,244,1167,5891,170.73
#f243d5,"Wed, 13 Feb 1974 13:10:59 GMT",38936067-0ad9-4896-8c6d-e2097460551c,Chair,187,8852,9695,452.58
#14d156,"Fri, 08 Nov 1985 15:16:10 GMT",5bb12041-2d3e-4011-8637-2846d08fb3ec,Chair,345,242,9778,17.63
#1646f4,"Thu, 29 May 2003 11:40:05 GMT",11e23468-a301-4356-ac9a-0b7cc6d2b7aa,Chair,5405,7851,1540,929.45
#dae02f,"Tue, 07 Aug 2012 14:11:05 GMT",5a3788e6-0519-46dd-b657-fdf3b70c2d6e,Soap,8772,9100,5461,421.79
#e5bc70,"Sat, 30 Jun 2018 20:07:13 GMT",74cd53c0-fbd1-4db1-abf1-749a5374bc42,keyboard,2018,9400,702,886.26
#d30a83,"Tue, 18 Jun 2002 10:35:36 GMT",3930d697-7122-48ce-87e6-0491a5c7eb09,Shoes,3716,5245,7090,910.2
#06ad83,"Mon, 14 Nov 1994 06:20:27 GMT",1746b9b9-b189-4d55-92d3-1df521e89d6b,keyboard,7312,7991,6090,664.63
#e25fb0,"Sun, 27 Aug 1995 07:52:52 GMT",5a78e36d-1abe-4d72-ae30-92a5ce114f09,Soap,785,9076,2874,68.4
#eade6e,"Fri, 03 Jul 1970 02:33:54 GMT",752057b1-5a7a-475e-9508-7ff6913a496d,Chair,375,4169,6455,834.14
#4283bc,"Thu, 22 Apr 1971 03:42:32 GMT",780f173b-aa55-4d34-b12c-f1f16522255c,Soap,3241,1099,5864,1.65
#0cfcb0,"Mon, 22 Jun 2015 12:55:04 GMT",30aafb54-fb13-49dc-82b0-ec76a7dc9fb0,Chair,8134,2870,6925,876.24
#2ce047,"Wed, 03 Mar 1999 23:48:29 GMT",7ef0e24b-77a3-4088-bd57-5e903d291c77,Hat,2566,6937,6188,227.47
